"","cpi_diff90","cpi_diff_lower90","cpi_diff_upper90","gdp_cycle90","gdp_cycle_lower90","gdp_cycle_upper90","interest_diff90","interest_diff_lower90","interest_diff_upper90","ppi_diff90","ppi_diff_lower90","ppi_diff_upper90","une_diff90","une_diff_lower90","une_diff_upper90","cpi_diff68","cpi_diff_lower68","cpi_diff_upper68","gdp_cycle68","gdp_cycle_lower68","gdp_cycle_upper68","interest_diff68","interest_diff_lower68","interest_diff_upper68","ppi_diff68","ppi_diff_lower68","ppi_diff_upper68","une_diff68","une_diff_lower68","une_diff_upper68"
"1",-0.0183857491295242,-0.0522874668463348,0.0104068403643508,-0.0642449123527373,-0.226709653597,0.0332594871174399,0.0077789870315051,-0.0199656407219882,0.0254396906204661,0.00125011418550277,-0.0512926917674933,0.0478263039516623,-0.0000405692418024575,-0.0107319133787858,0.0106690437450027,-0.0183857491295242,-0.0376495777869218,0.00240977683878132,-0.0642449123527373,-0.13723897080801,0.00546651757598357,0.0077789870315051,-0.00986660557980249,0.0191162621024819,0.00125011418550277,-0.031394675886963,0.0318712632983226,-0.0000405692418024575,-0.00614579977706615,0.00559933449451836
"2",0.0119162441871118,-0.0245695595860868,0.0500537122531036,-0.23792934364286,-0.482526787050311,-0.0497723055014361,0.0297551261418095,0.00220806475375506,0.0543889712895004,0.0430909198891175,-0.0153034258419815,0.102244210731672,0.0122836963125416,-0.00128407734554766,0.0261087695971796,0.0119162441871118,-0.00819850412287351,0.0370773138879522,-0.23792934364286,-0.335888350116975,-0.129419383481948,0.0297551261418095,0.0102581996667686,0.0440172789102666,0.0430909198891175,0.00255616012078586,0.0776150757113043,0.0122836963125416,0.00327396708923515,0.0206385709877482
"3",0.0126300707023316,-0.0230343392146888,0.04470459036561,-0.194733482078142,-0.424770653183781,0.0134619742062503,-0.0256726544817874,-0.0514218686941353,-0.00202399479517171,0.0740585372688738,0.00498683502774455,0.134716374975435,0.00280428348741646,-0.0137232630041677,0.0212676817212931,0.0126300707023316,-0.0117254184925209,0.0290203712403575,-0.194733482078142,-0.30545937255007,-0.0404117317788779,-0.0256726544817874,-0.0401399860229706,-0.0119017195859364,0.0740585372688738,0.0339602908004684,0.111769376568573,0.00280428348741646,-0.00489763991390725,0.0124650887367001
"4",0.012860786687774,-0.00715497963619638,0.0307600759293119,-0.0782816654999299,-0.302513953798221,0.123257889846702,-0.00609836463635388,-0.0197099211017413,0.00866584389592446,0.0470988053227834,0.00308085763717133,0.0882719001697691,0.0084605404222243,-0.00235707138177724,0.0179864719400585,0.012860786687774,0.000374257857171363,0.021457948922208,-0.0782816654999299,-0.193101974264089,0.0652993923120006,-0.00609836463635388,-0.0132670447770743,0.00250107096446784,0.0470988053227834,0.0181886182010312,0.0681259655015621,0.0084605404222243,0.00199787305296034,0.0139604169581717
"5",0.00324225462306885,-0.00972150358178663,0.0159568453365144,0.00548674420260267,-0.169649277810025,0.225695662128059,0.00528939293281725,-0.00293933633937961,0.0179845465469316,0.0241733719148015,-0.010250657823464,0.0498923510023932,0.00437503938840932,-0.00336313165393585,0.0121636002552026,0.00324225462306885,-0.00671566628043611,0.0111294813709321,0.00548674420260267,-0.0781924929568422,0.111249390652663,0.00528939293281725,-0.000416855998342965,0.0116488256362521,0.0241733719148015,0.00212507731187817,0.0382043381151491,0.00437503938840932,-0.00142126825444154,0.00869328720528258
"6",0.00223831094739311,-0.00650808617574917,0.0100362941208858,0.0505174616090522,-0.0931051498972208,0.252386240995252,0.000924845716586982,-0.00865641990783344,0.00751771338243957,0.0169001864781157,-0.00523775557882765,0.0390518133250516,-0.0000465205572111895,-0.00816499888606593,0.00717733512727836,0.00223831094739311,-0.00329470480827326,0.00618669177402523,0.0505174616090522,-0.012935264987795,0.136182913018763,0.000924845716586982,-0.00412663792833472,0.00469385906798396,0.0169001864781157,0.000327639080129307,0.0260193601842035,-0.0000465205572111895,-0.00439721362019736,0.00330721216839321
"7",0.00227851686459427,-0.00351350026670888,0.0086089806985336,0.0650012639174591,-0.0465481768307122,0.215065505059387,-0.000852475934918956,-0.00748881170618746,0.00317411654694666,0.0132408845506496,-0.00324461232201338,0.0278283150336015,-0.00163540571832613,-0.00884305609200839,0.00419963945392378,0.00227851686459427,-0.00165529779213614,0.00515374476039991,0.0650012639174591,0.0117310848950784,0.133803942502216,-0.000852475934918956,-0.00441344588204525,0.00139043528127972,0.0132408845506496,0.00265315682843435,0.0207623726638255,-0.00163540571832613,-0.00496296487743781,0.00129448499791329
"8",0.00180852517148341,-0.00243848327052239,0.00640171605016234,0.058193783306001,-0.0216219602133176,0.170371460799602,-0.000195941936879312,-0.00408914051494678,0.00365081950355305,0.00683225595110689,-0.00486359489314607,0.0192444535892407,-0.00195240536526974,-0.0067960431980049,0.00242325399642026,0.00180852517148341,-0.000716522575360634,0.00431968383671194,0.058193783306001,0.0120489255874265,0.114543177633771,-0.000195941936879312,-0.00201122894544889,0.00234510500297993,0.00683225595110689,-0.00229348457792769,0.0147474849715114,-0.00195240536526974,-0.00472509971414474,0.000946843871116641
"9",0.000820086828089315,-0.00254300826380448,0.00473014015597138,0.0392802346870241,-0.0150075563377518,0.120076227072292,0.000502465399711235,-0.00171245970007076,0.0032213725316401,0.00131742277075348,-0.0145938969094169,0.0130499305892069,-0.00180852586292729,-0.00697902511466271,0.00187441604313983,0.000820086828089315,-0.0013975457220604,0.00295319821152141,0.0392802346870241,-0.000326786466464038,0.0692581154604446,0.000502465399711235,-0.000579971273010092,0.00242334543356535,0.00131742277075348,-0.00719420095650553,0.0074315737423293,-0.00180852586292729,-0.00315142803306209,0.000657024523240481
"10",0.000251428867878904,-0.00289231683885854,0.00328384279167636,0.01752549535263,-0.0344773795812115,0.0686204607088496,0.000592483225203618,-0.00122869104400743,0.00281751376550699,-0.00171823221412372,-0.0158743350717184,0.00750328972663435,-0.00134374569123782,-0.00553893240462144,0.00152647842974012,0.000251428867878904,-0.00156384815638548,0.00201408146800292,0.01752549535263,-0.0152943026816109,0.0352578618696143,0.000592483225203618,-0.000343147864042497,0.00201087209875785,-0.00171823221412372,-0.00963020791141243,0.00274873089126285,-0.00134374569123782,-0.00269131978582589,0.000602527396675729
